"ensembl_gene_id","external_gene_name","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name"
"ENSMUSG00000093420","Obox4-ps33","",""
"ENSMUSG00000142461","","",""
"ENSMUSG00000117105","Dreh","",""
"ENSMUSG00000119732","Gm23714","",""
"ENSMUSG00000093683","Obox4-ps34","",""
"ENSMUSG00000105314","Ranbp2-ps11","",""
"ENSMUSG00000138931","","",""
"ENSMUSG00000138964","","",""
"ENSMUSG00000074366","Obox5","",""
"ENSMUSG00000139012","","",""
"ENSMUSG00000142497","","",""
"ENSMUSG00000111104","Gm8512","",""
"ENSMUSG00000139026","","",""
"ENSMUSG00000111776","Gm47124","",""
"ENSMUSG00000105816","D030025E07Rik","",""
"ENSMUSG00000019853","Hebp2","ENSG00000051620","HEBP2"
"ENSMUSG00000026070","Il18r1","ENSG00000115604","IL18R1"
"ENSMUSG00000090936","Gm17705","",""
"ENSMUSG00000032518","Rpsa","ENSG00000288920","RPSA2"
"ENSMUSG00000032518","Rpsa","ENSG00000168028","RPSA"
"ENSMUSG00000142554","","",""
"ENSMUSG00000142562","","",""
"ENSMUSG00000142566","","",""
"ENSMUSG00000142581","","",""
"ENSMUSG00000142599","","",""
"ENSMUSG00000142602","","",""
"ENSMUSG00000104759","Ranbp2-ps12","",""
"ENSMUSG00000142638","","",""
"ENSMUSG00000105410","Gtpbp4-ps7","",""
"ENSMUSG00000111173","Gm48297","",""
"ENSMUSG00000092576","Obox4-ps35","",""
"ENSMUSG00000019852","Arfgef3","ENSG00000112379","ARFGEF3"
"ENSMUSG00000142642","","",""
"ENSMUSG00000041583","Obox6","",""
"ENSMUSG00000097119","B230354K17Rik","",""
"ENSMUSG00000139029","","",""
"ENSMUSG00000139033","","",""
"ENSMUSG00000139050","","",""
"ENSMUSG00000139065","","",""
"ENSMUSG00000041578","Crx","ENSG00000105392","CRX"
"ENSMUSG00000139076","","",""
"ENSMUSG00000139160","","",""
"ENSMUSG00000030165","Klrd1","ENSG00000134539","KLRD1"
"ENSMUSG00000104669","Gm38411","",""
"ENSMUSG00000139201","","",""
"ENSMUSG00000097006","9530082P21Rik","",""
"ENSMUSG00000120615","Gm56802","",""
"ENSMUSG00000026068","Il18rap","ENSG00000115607","IL18RAP"
"ENSMUSG00000083761","Pgam1-ps1","",""
"ENSMUSG00000084004","Gm12047","",""
"ENSMUSG00000142777","","",""
"ENSMUSG00000082874","Rpl15-ps1","",""
"ENSMUSG00000142780","","",""
"ENSMUSG00000065041","Gm24044","ENSG00000206760","SNORA6"
"ENSMUSG00000005917","Otx1","ENSG00000115507","OTX1"
"ENSMUSG00000064380","Gm26448","",""
"ENSMUSG00000142922","","",""
"ENSMUSG00000064925","Snora62","",""
"ENSMUSG00000139207","","",""
"ENSMUSG00000032517","Mobp","ENSG00000168314","MOBP"
"ENSMUSG00000106050","Ass-ps1","",""
"ENSMUSG00000142961","","",""
"ENSMUSG00000041571","Selenow","ENSG00000178980","SELENOW"
"ENSMUSG00000143071","","",""
"ENSMUSG00000030228","Pik3c2g","ENSG00000139144","PIK3C2G"
"ENSMUSG00000116839","Gm49778","",""
"ENSMUSG00000143158","","",""
"ENSMUSG00000143170","","",""
"ENSMUSG00000143194","","",""
"ENSMUSG00000143199","","",""
"ENSMUSG00000041560","Nop53","ENSG00000105373","NOP53"
"ENSMUSG00000027422","Rrbp1","ENSG00000125844","RRBP1"
"ENSMUSG00000074398","Gm15441","",""
"ENSMUSG00000042302","Ehbp1","ENSG00000115504","EHBP1"
"ENSMUSG00000143214","","",""
"ENSMUSG00000026065","Slc9a4","ENSG00000180251","SLC9A4"
"ENSMUSG00000117040","Gm49805","",""
"ENSMUSG00000143273","","",""
"ENSMUSG00000143434","","",""
"ENSMUSG00000143437","","",""
"ENSMUSG00000121993","","",""
"ENSMUSG00000122009","","",""
"ENSMUSG00000090160","4930480K15Rik","",""
"ENSMUSG00000122015","","",""
"ENSMUSG00000122028","","",""
"ENSMUSG00000143483","","",""
"ENSMUSG00000122031","","",""
"ENSMUSG00000097786","4933429H19Rik","",""
"ENSMUSG00000112113","Gm47698","",""
"ENSMUSG00000116852","1700102H20Rik","",""
"ENSMUSG00000111488","Gm31378","",""
"ENSMUSG00000139235","","",""
"ENSMUSG00000139242","","",""
"ENSMUSG00000097124","A530020G20Rik","",""
"ENSMUSG00000122059","","",""
"ENSMUSG00000120255","Gm56948","",""
"ENSMUSG00000111219","Gm38642","",""
"ENSMUSG00000080478","Snord23","ENSG00000221803","SNORD23"
"ENSMUSG00000104494","Gm37111","",""
"ENSMUSG00000093249","Gm24576","ENSG00000278226","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000264809","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000265566","RN7SL605P"
"ENSMUSG00000093249","Gm24576","ENSG00000277965","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277677","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000275041","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274008","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000276568","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278469","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274505","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000273886","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000276746","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000275808","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277628","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000275909","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274841","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000264071","RN7SL531P"
"ENSMUSG00000093249","Gm24576","ENSG00000278794","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277950","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277635","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000283389","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277958","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274514","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278732","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278007","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277578","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000264041","RN7SL670P"
"ENSMUSG00000093249","Gm24576","ENSG00000274860","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274206","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000237611","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278764","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278636","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274079","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274459","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274742","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000276193","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000274883","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277794","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000275853","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000277371","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278724","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000203436","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000278838","Metazoa_SRP"
"ENSMUSG00000093249","Gm24576","ENSG00000237261","Metazoa_SRP"
"ENSMUSG00000102676","Gm37435","",""
"ENSMUSG00000111360","Gm38642","",""
"ENSMUSG00000074364","Ehd2","ENSG00000024422","EHD2"
"ENSMUSG00002076885","Gm56310","",""
"ENSMUSG00000143495","","",""
"ENSMUSG00000122105","","",""
"ENSMUSG00000098504","Mir6351","",""
"ENSMUSG00000117489","Gm50016","",""
"ENSMUSG00000122106","","",""
"ENSMUSG00000050912","Tmem123","ENSG00000152558","TMEM123"
"ENSMUSG00000139263","","",""
"ENSMUSG00000143616","","",""
"ENSMUSG00000139277","","",""
"ENSMUSG00000055322","Tns1","ENSG00000079308","TNS1"
"ENSMUSG00000122129","","",""
"ENSMUSG00000103334","Gm29771","",""
"ENSMUSG00000122137","","",""
"ENSMUSG00000122143","","",""
"ENSMUSG00000143650","","",""
"ENSMUSG00000111952","Gm4489","",""
"ENSMUSG00000143657","","",""
"ENSMUSG00000143675","","",""
"ENSMUSG00000070808","Bicra","ENSG00000063169","BICRA"
"ENSMUSG00000139287","","",""
"ENSMUSG00000143684","","",""
"ENSMUSG00000117426","Gm33055","",""
"ENSMUSG00000122183","","",""
"ENSMUSG00000139288","","",""
"ENSMUSG00000093615","Mir5618","",""
"ENSMUSG00000139322","","",""
"ENSMUSG00000057367","Birc2","ENSG00000110330","BIRC2"
"ENSMUSG00000139325","","",""
"ENSMUSG00000122198","","",""
"ENSMUSG00000143699","","",""
"ENSMUSG00000122224","","",""
"ENSMUSG00000122263","","",""
"ENSMUSG00000122305","","",""
"ENSMUSG00000143722","","",""
"ENSMUSG00000121326","Gm48018","",""
"ENSMUSG00000085084","4930570G19Rik","",""
"ENSMUSG00000060572","Mfap2","ENSG00000117122","MFAP2"
"ENSMUSG00000087177","E130307A14Rik","",""
"ENSMUSG00000143731","","",""
"ENSMUSG00000078796","Zfp541","ENSG00000118156","ZNF541"
"ENSMUSG00000116618","Gm49719","",""
"ENSMUSG00000032000","Birc3","ENSG00000023445","BIRC3"
"ENSMUSG00000143760","","",""
"ENSMUSG00000073374","C030034I22Rik","",""
"ENSMUSG00000143768","","",""
"ENSMUSG00000143776","","",""
"ENSMUSG00000143839","","",""
"ENSMUSG00000143876","","",""
"ENSMUSG00000076555","Igkv4-57-1","",""
"ENSMUSG00000120308","Gm56915","",""
"ENSMUSG00000085543","Gm13568","",""
"ENSMUSG00000037307","Banf2","ENSG00000125888","BANF2"
"ENSMUSG00000105369","Igkv13-57-1","",""
"ENSMUSG00000076556","Igkv4-57","",""
"ENSMUSG00000040860","Crocc","ENSG00000058453","CROCC"
"ENSMUSG00000143908","","",""
"ENSMUSG00000143920","","",""
"ENSMUSG00000143938","","",""
"ENSMUSG00000083580","Rpsa-ps3","",""
"ENSMUSG00000085856","Gm12050","",""
"ENSMUSG00000053110","Yap1","ENSG00000137693","YAP1"
"ENSMUSG00000143942","","",""
"ENSMUSG00000106546","Igkv13-56-1","",""
"ENSMUSG00000082480","Gm11687","",""
"ENSMUSG00000085021","Gm12051","",""
"ENSMUSG00000106016","Igkv4-56","",""
"ENSMUSG00000092604","Gm20508","",""
"ENSMUSG00000085127","4930444E06Rik","",""
"ENSMUSG00000049904","Tmem17","ENSG00000186889","TMEM17"
"ENSMUSG00000143983","","",""
"ENSMUSG00000106213","Igkv13-55-1","",""
"ENSMUSG00000144193","","",""
"ENSMUSG00000027423","Snx5","ENSG00000089006","SNX5"
"ENSMUSG00000096833","Igkv4-55","",""
"ENSMUSG00000073408","Mucl3","ENSG00000168631","MUCL3"
"ENSMUSG00000083008","Gm12053","",""
"ENSMUSG00000105301","Igkv13-54-1","",""
"ENSMUSG00000057058","Skap1","ENSG00000141293","SKAP1"
"ENSMUSG00000094319","Igkv4-54","",""
"ENSMUSG00000095753","Igkv4-53","",""
"ENSMUSG00000130106","","",""
"ENSMUSG00000006024","Napa","ENSG00000105402","NAPA"
"ENSMUSG00000130505","","",""
"ENSMUSG00000130235","","",""
"ENSMUSG00000079542","Gm42606","",""
"ENSMUSG00000127044","","",""
"ENSMUSG00000094993","Igkv4-51","",""
"ENSMUSG00000143202","","",""
"ENSMUSG00000106298","Gm42958","",""
"ENSMUSG00000093516","Gm19553","",""
"ENSMUSG00000076562","Igkv4-50","",""
"ENSMUSG00000132466","","",""
"ENSMUSG00000143803","","",""
"ENSMUSG00000122458","","",""
"ENSMUSG00000105725","Igkv12-49","",""
"ENSMUSG00000122339","","",""
"ENSMUSG00000076563","Igkv5-48","ENSG00000225523","IGKV6D-21"
"ENSMUSG00000076563","Igkv5-48","ENSG00000211626","IGKV6D-41"
"ENSMUSG00000076563","Igkv5-48","ENSG00000211611","IGKV6-21"
"ENSMUSG00000139354","Gm26689","",""
"ENSMUSG00000122340","","",""
"ENSMUSG00000092389","Gm20483","",""
"ENSMUSG00000122348","","",""
"ENSMUSG00000134560","","",""
"ENSMUSG00000139590","","",""
"ENSMUSG00000139362","","",""
"ENSMUSG00000106256","Igkv12-47","",""
"ENSMUSG00000122363","","",""
"ENSMUSG00000092219","Gm20443","",""
"ENSMUSG00000139365","","",""
"ENSMUSG00000086915","Gm16364","",""
"ENSMUSG00000139371","","",""
"ENSMUSG00000076564","Igkv12-46","",""
"ENSMUSG00000139385","","",""
"ENSMUSG00000092600","Gm20442","",""
"ENSMUSG00000139387","","",""
"ENSMUSG00000094094","Igkv5-45","ENSG00000225523","IGKV6D-21"
"ENSMUSG00000094094","Igkv5-45","ENSG00000211626","IGKV6D-41"
"ENSMUSG00000094094","Igkv5-45","ENSG00000211611","IGKV6-21"
"ENSMUSG00000139394","","",""
"ENSMUSG00000123109","","",""
"ENSMUSG00000139396","","",""
"ENSMUSG00000006021","Kptn","ENSG00000118162","KPTN"
"ENSMUSG00000139408","","",""
"ENSMUSG00000122620","","",""
"ENSMUSG00000122559","","",""
"ENSMUSG00000096422","Igkv12-44","",""
"ENSMUSG00000120476","Gm33694","",""
"ENSMUSG00000139417","","",""
"ENSMUSG00000094433","Igkv5-43","ENSG00000225523","IGKV6D-21"
"ENSMUSG00000094433","Igkv5-43","ENSG00000211626","IGKV6D-41"
"ENSMUSG00000094433","Igkv5-43","ENSG00000211611","IGKV6-21"
"ENSMUSG00000138360","","",""
"ENSMUSG00000139424","","",""
"ENSMUSG00000082436","Gm11688","",""
"ENSMUSG00000112647","Gm5427","",""
"ENSMUSG00000139426","","",""
"ENSMUSG00000065725","Gm26165","",""
"ENSMUSG00000077714","Snord17","ENSG00000212232","SNORD17"
"ENSMUSG00000139436","","",""
"ENSMUSG00000097164","Cep83os","",""
"ENSMUSG00000139445","","",""
"ENSMUSG00000138403","","",""
"ENSMUSG00000026923","Notch1","ENSG00000148400","NOTCH1"
"ENSMUSG00000139450","","",""
"ENSMUSG00000105915","Igkv12-42","",""
"ENSMUSG00000135851","","",""
"ENSMUSG00000139451","","",""
"ENSMUSG00000133248","","",""
"ENSMUSG00000139454","","",""
"ENSMUSG00000015659","Serac1","ENSG00000122335","SERAC1"
"ENSMUSG00000095007","Igkv12-41","",""
"ENSMUSG00000139460","","",""
"ENSMUSG00000104533","Igkv5-40-1","",""
"ENSMUSG00000139490","","",""
"ENSMUSG00000105955","Igkv12-40","",""
"ENSMUSG00000076569","Igkv5-39","ENSG00000225523","IGKV6D-21"
"ENSMUSG00000076569","Igkv5-39","ENSG00000211626","IGKV6D-41"
"ENSMUSG00000076569","Igkv5-39","ENSG00000211611","IGKV6-21"
"ENSMUSG00000105451","Gm43220","",""
"ENSMUSG00000122401","","",""
"ENSMUSG00000030209","Grin2b","ENSG00000273079","GRIN2B"
"ENSMUSG00000030376","Slc8a2","ENSG00000118160","SLC8A2"
"ENSMUSG00000139494","","",""
"ENSMUSG00000139500","","",""
"ENSMUSG00000122405","Gm40627","",""
"ENSMUSG00000121389","","",""
"ENSMUSG00000092185","Gm20416","",""
"ENSMUSG00000119974","Gm56811","",""
"ENSMUSG00000053070","Cfap300","ENSG00000137691","CFAP300"
"ENSMUSG00000105296","Gm19708","",""
"ENSMUSG00000122446","","",""
"ENSMUSG00000122465","","",""
"ENSMUSG00000040729","Cep126","ENSG00000110318","CEP126"
"ENSMUSG00000122482","","",""
"ENSMUSG00000139561","","",""
"ENSMUSG00000122501","","",""
"ENSMUSG00000122519","","",""
"ENSMUSG00000100252","Mir124-2hg","",""
"ENSMUSG00000122525","","",""
"ENSMUSG00000122530","","",""
"ENSMUSG00000025102","3110040N11Rik","ENSG00000169609","C15orf40"
"ENSMUSG00000122550","","",""
"ENSMUSG00000122554","","",""
"ENSMUSG00000122558","","",""
"ENSMUSG00000112433","Gm30122","",""
"ENSMUSG00000122577","","",""
"ENSMUSG00000111845","Gm7495","",""
"ENSMUSG00000084747","Mir1899","",""
"ENSMUSG00000110828","Gm47517","",""
"ENSMUSG00000122581","","",""
"ENSMUSG00000001444","Tbx21","ENSG00000073861","TBX21"
"ENSMUSG00000122590","","",""
"ENSMUSG00000031997","Trpc6","ENSG00000137672","TRPC6"
"ENSMUSG00000122601","","",""
"ENSMUSG00000122610","","",""
"ENSMUSG00000122618","","",""
"ENSMUSG00000122628","","",""
"ENSMUSG00000109427","Gm45845","",""
"ENSMUSG00000122644","","",""
"ENSMUSG00000025103","Btbd1","ENSG00000064726","BTBD1"
"ENSMUSG00000122674","","",""
"ENSMUSG00000084368","Gm11572","",""
"ENSMUSG00000038517","Tbkbp1","ENSG00000198933","TBKBP1"
"ENSMUSG00000111888","Gm46212","",""
"ENSMUSG00002076613","Gm55601","",""
"ENSMUSG00000086614","Gm14330","",""
"ENSMUSG00000122712","","",""
"ENSMUSG00000121908","","",""
"ENSMUSG00000122746","","",""
"ENSMUSG00000087878","Gm26105","ENSG00000222126","RNU2-9P"
"ENSMUSG00000112242","Gm10747","",""
"ENSMUSG00000094973","Eif4a3l1","ENSG00000141543","EIF4A3"
"ENSMUSG00000034345","Gtf2h5","ENSG00000272047","GTF2H5"
"ENSMUSG00000091366","Gm17040","",""
"ENSMUSG00000083916","Gm15476","",""
"ENSMUSG00000079225","Gm9531","",""
"ENSMUSG00000045291","Ube2q2l","",""
"ENSMUSG00000061815","Rufy4","ENSG00000188282","RUFY4"
"ENSMUSG00000090136","Gm10177","",""
"ENSMUSG00000112146","Gm46210","",""
"ENSMUSG00000121655","","",""
"ENSMUSG00000038623","Tm6sf1","ENSG00000136404","TM6SF1"
"ENSMUSG00000101963","1700001J11Rik","",""
"ENSMUSG00002076779","Gm55605","ENSG00000222177","RNU4-30P"
"ENSMUSG00002076779","Gm55605","ENSG00000223175","RNU4-61P"
"ENSMUSG00000122782","","",""
"ENSMUSG00000091408","Gm6728","",""
"ENSMUSG00000034377","Tulp4","ENSG00000130338","TULP4"
"ENSMUSG00000121668","","",""
"ENSMUSG00002075937","Gm55438","",""
"ENSMUSG00000120466","Gm40741","",""
"ENSMUSG00000057818","1600029O15Rik","",""
"ENSMUSG00000059934","Prh1","",""
"ENSMUSG00000121691","1600029O15Rik","",""
"ENSMUSG00002075697","Gm55441","",""
"ENSMUSG00000070282","3000002C10Rik","",""
"ENSMUSG00000058295","Prp2","",""
"ENSMUSG00000067541","A630073D07Rik","",""
"ENSMUSG00000121717","","",""
"ENSMUSG00000122802","","",""
"ENSMUSG00000111381","Gm34424","",""
"ENSMUSG00000112083","Gm47107","",""
"ENSMUSG00000074250","Gm10653","",""
"ENSMUSG00000121721","Gm10653","",""
"ENSMUSG00000059382","Tas2r120","ENSG00000212124","TAS2R19"
"ENSMUSG00000059382","Tas2r120","ENSG00000255374","TAS2R43"
"ENSMUSG00000059382","Tas2r120","ENSG00000226761","TAS2R46"
"ENSMUSG00000059382","Tas2r120","ENSG00000256188","TAS2R30"
"ENSMUSG00000059382","Tas2r120","ENSG00000212126","TAS2R50"
"ENSMUSG00000059382","Tas2r120","ENSG00000255837","TAS2R20"
"ENSMUSG00000059382","Tas2r120","ENSG00000256436","TAS2R31"
"ENSMUSG00000071150","Tas2r121","ENSG00000212128","TAS2R13"
"ENSMUSG00000087052","Gm8093","",""
"ENSMUSG00000111662","Gm7435","",""
"ENSMUSG00000065505","Mir148a","",""
"ENSMUSG00000066767","Gm3867","",""
"ENSMUSG00000029832","Nfe2l3","ENSG00000050344","NFE2L3"
"ENSMUSG00000121824","","",""
"ENSMUSG00000099286","Mir7235","",""
"ENSMUSG00000139591","","",""
"ENSMUSG00000001440","Kpnb1","ENSG00000108424","KPNB1"
"ENSMUSG00000139599","","",""
"ENSMUSG00000027424","Mgme1","ENSG00000125871","MGME1"
"ENSMUSG00000139615","","",""
"ENSMUSG00000111023","Gm48391","",""
"ENSMUSG00000031998","1700128F08Rik","",""
"ENSMUSG00000104675","Gm43689","",""
"ENSMUSG00000139647","","",""
"ENSMUSG00000111587","Gm32338","",""
"ENSMUSG00000033335","Dnm2","ENSG00000079805","DNM2"
"ENSMUSG00000139675","","",""
"ENSMUSG00000122879","","",""
"ENSMUSG00000105057","Gm40190","",""
"ENSMUSG00000122925","","",""
"ENSMUSG00000122966","","",""
"ENSMUSG00000004980","Hnrnpa2b1","ENSG00000122566","HNRNPA2B1"
"ENSMUSG00000123004","","",""
"ENSMUSG00000139722","","",""
"ENSMUSG00000123006","","",""
"ENSMUSG00000123027","","",""
"ENSMUSG00000026180","Cxcr2","ENSG00000180871","CXCR2"
"ENSMUSG00000123029","","",""
"ENSMUSG00000123067","","",""
"ENSMUSG00000087660","B230398E01Rik","",""
"ENSMUSG00000123086","","",""
"ENSMUSG00000112707","D830005E20Rik","",""
"ENSMUSG00000048480","Cxcr1","ENSG00000163464","CXCR1"
"ENSMUSG00000109110","Gm45014","",""
"ENSMUSG00000109243","Gm45867","",""
"ENSMUSG00000087820","Mir1928","",""
"ENSMUSG00000118939","Gm25524","ENSG00000199512","RNU6-212P"
"ENSMUSG00000025104","Hdgfl3","ENSG00000166503","HDGFL3"
"ENSMUSG00000006304","Arpc2","ENSG00000163466","ARPC2"
"ENSMUSG00000123105","","",""
"ENSMUSG00000123117","","",""
"ENSMUSG00000123133","","",""
"ENSMUSG00000123174","","",""
"ENSMUSG00000123249","","",""
"ENSMUSG00000112397","Gm10824","",""
"ENSMUSG00000139742","","",""
"ENSMUSG00000027210","Meis2","ENSG00000134138","MEIS2"
"ENSMUSG00000051639","Fbl-ps2","",""
"ENSMUSG00000139768","","",""
"ENSMUSG00002074878","Gm55175","",""
"ENSMUSG00000058542","Gm15590","",""
"ENSMUSG00002075503","Gm55176","",""
"ENSMUSG00000095869","Ppp1r2-ps6","ENSG00000184203","PPP1R2"
"ENSMUSG00000095869","Ppp1r2-ps6","ENSG00000231989","PPP1R2B"
"ENSMUSG00000123271","","",""
"ENSMUSG00000038141","Tmem181a","ENSG00000146433","TMEM181"
"ENSMUSG00000123276","","",""
"ENSMUSG00000109090","Gm45088","",""
"ENSMUSG00000123277","","",""
"ENSMUSG00000110360","Gm45380","",""
"ENSMUSG00000028923","Necap2","ENSG00000157191","NECAP2"
"ENSMUSG00000007946","Phox2a","ENSG00000165462","PHOX2A"
"ENSMUSG00000123294","","",""
"ENSMUSG00000085956","4930481B07Rik","",""
"ENSMUSG00000123297","","",""
"ENSMUSG00000123306","","",""
"ENSMUSG00000139782","","",""
"ENSMUSG00000123325","","",""
"ENSMUSG00000139822","","",""
"ENSMUSG00000139860","","",""
"ENSMUSG00000032737","Inppl1","ENSG00000165458","INPPL1"
"ENSMUSG00000123344","","",""
"ENSMUSG00000139868","","",""
"ENSMUSG00000123393","","",""
"ENSMUSG00000123402","","",""
"ENSMUSG00000112878","1700042O05Rik","",""
"ENSMUSG00000123442","","",""
"ENSMUSG00000123466","","",""
"ENSMUSG00000086273","Rbm46os","",""
"ENSMUSG00000001441","Npepps","ENSG00000141279","NPEPPS"
"ENSMUSG00000064272","Gpbar1","ENSG00000179921","GPBAR1"
"ENSMUSG00000119994","A430046D13Rik","",""
"ENSMUSG00000006299","Aamp","ENSG00000127837","AAMP"
"ENSMUSG00000092074","Dynlt1a","ENSG00000146425","DYNLT1"
"ENSMUSG00000082246","Gm13047","",""
"ENSMUSG00000045004","Spata21","ENSG00000187144","SPATA21"
"ENSMUSG00000094843","Ppp1r2-ps1","ENSG00000184203","PPP1R2"
"ENSMUSG00000094843","Ppp1r2-ps1","ENSG00000231989","PPP1R2B"
"ENSMUSG00000116921","Gm17879","",""
"ENSMUSG00000117234","Gm7818","",""
"ENSMUSG00000143741","","",""
"ENSMUSG00000117055","Gm9805","",""
"ENSMUSG00000140910","Gm9805","",""
"ENSMUSG00000139903","","",""
"ENSMUSG00000040842","Szrd1","ENSG00000055070","SZRD1"
"ENSMUSG00000102595","Gm30097","",""
"ENSMUSG00000117183","Gm20008","",""
"ENSMUSG00000123482","","",""
"ENSMUSG00000117333","Gm16386","",""
"ENSMUSG00000123487","","",""
"ENSMUSG00000139927","","",""
"ENSMUSG00000120597","Gm56890","",""
"ENSMUSG00000123494","","",""
"ENSMUSG00000139973","","",""
"ENSMUSG00000123508","","",""
"ENSMUSG00000104093","A330015K06Rik","",""
"ENSMUSG00000123522","","",""
"ENSMUSG00000123535","","",""
"ENSMUSG00000123559","","",""
"ENSMUSG00000026179","Pnkd","ENSG00000127838","PNKD"
"ENSMUSG00000120291","Gm56777","",""
"ENSMUSG00000140002","","",""
"ENSMUSG00000097372","Gm26876","",""
"ENSMUSG00000029836","Cbx3","ENSG00000122565","CBX3"
"ENSMUSG00000112874","Gm34297","",""
"ENSMUSG00000140007","","",""
"ENSMUSG00000090120","A730090N16Rik","",""
"ENSMUSG00000097620","4921514A10Rik","",""
"ENSMUSG00000112331","Gm33035","",""
"ENSMUSG00000098155","Gm27022","",""
"ENSMUSG00000140027","","",""
"ENSMUSG00000104283","Gm37459","",""
"ENSMUSG00000070687","Htr1d","",""
"ENSMUSG00000103408","Gm37933","",""
"ENSMUSG00000123597","","",""
"ENSMUSG00000123613","","",""
"ENSMUSG00000140056","","",""
"ENSMUSG00000123628","","",""
"ENSMUSG00000140059","","",""
"ENSMUSG00000066178","6030445D17Rik","",""
"ENSMUSG00000140080","","",""
"ENSMUSG00000123633","","",""
"ENSMUSG00000120252","Gm31504","",""
"ENSMUSG00000001089","Luzp1","ENSG00000169641","LUZP1"
"ENSMUSG00000140082","","",""
"ENSMUSG00000140088","","",""
"ENSMUSG00000123659","","",""
"ENSMUSG00000032725","Folr2","ENSG00000165457","FOLR2"
"ENSMUSG00000140112","","",""
"ENSMUSG00000123661","","",""
"ENSMUSG00000123671","","",""
"ENSMUSG00000121472","Gm4349","",""
"ENSMUSG00000123677","","",""
"ENSMUSG00000123681","","",""
"ENSMUSG00000117398","Gm9406","",""
"ENSMUSG00000124145","","",""
"ENSMUSG00000120839","Gm56994","",""
"ENSMUSG00000120659","Gm56983","",""
"ENSMUSG00000086148","Gm15271","",""
"ENSMUSG00000118549","Gm19465","",""
"ENSMUSG00000110295","Gm45319","",""
"ENSMUSG00000123720","","",""
"ENSMUSG00000131880","","",""
"ENSMUSG00000001827","Folr1","ENSG00000110195","FOLR1"
"ENSMUSG00000117077","Gm18735","",""
"ENSMUSG00000038301","Snx10","ENSG00000086300","SNX10"
"ENSMUSG00000123725","","",""
"ENSMUSG00000117009","Gm41597","",""
"ENSMUSG00000121910","","",""
"ENSMUSG00000123730","","",""
"ENSMUSG00000036940","Kdm1a","ENSG00000004487","KDM1A"
"ENSMUSG00000123732","","",""
"ENSMUSG00000123756","","",""
"ENSMUSG00000140153","","",""
"ENSMUSG00000117582","Gm19853","",""
"ENSMUSG00000140176","","",""
"ENSMUSG00000066057","Gm1976","",""
"ENSMUSG00000085702","Mecomos","",""
"ENSMUSG00000123763","","",""
"ENSMUSG00000018882","Mrpl45","ENSG00000278845","MRPL45"
"ENSMUSG00000123773","","",""
"ENSMUSG00000140192","","",""
"ENSMUSG00000123793","","",""
"ENSMUSG00000140213","","",""
